SCHEDULE_NUMBER,CERTIFICATE_NUMBER,ISSUE_DATE,SUBTAX,REDEMPTION_DATE,TAX_YEAR,PRINCIPAL,INTEREST,PREMIUMBIDFEE,TREASURERDEEDFEE
1148222,64729,08/08/08,Y,,2007,19.97,,0,0
1148222,64729,08/10/09,Y,,2008,19.92,,0,0
1148222,64729,08/13/10,Y,,2009,18.36,,0,0
1148222,64729,08/12/11,Y,,2010,18.92,,0,0
1148222,64729,08/13/12,Y,,2011,17.46,,0,0
1148222,64729,08/14/13,Y,,2012,17.85,,0,0
1148222,64729,08/18/14,Y,,2013,34.26,,0,0
1148486,64730,11/20/02,N,10/15/03,2001,58.92,5.89,0,0
1148486,64730,08/29/03,Y,10/15/03,2002,48.65,1.22,0,0
1148494,64731,11/20/02,N,10/15/03,2001,33.6,3.36,0,0
1148494,64731,09/18/03,Y,10/15/03,2002,24.24,0.4,0,0
1148508,64732,11/20/02,N,09/03/04,2001,28.7,5.5,0,0
1148508,64732,08/01/03,Y,09/03/04,2002,19.29,2.25,0,0
1148508,64732,08/05/04,Y,09/03/04,2003,19.44,0.32,0,0
1148613,64733,11/20/02,N,10/15/03,2001,44.23,4.42,0,0
1148613,64733,08/01/03,Y,10/15/03,2002,34.37,0.86,0,0
1148630,64734,11/20/02,N,10/15/03,2001,28.7,2.87,0,0
1148630,64734,08/01/03,Y,10/15/03,2002,19.29,0.48,0,0
1148664,64735,11/20/02,N,11/27/02,2001,52.4,0.44,0,0
1149261,64736,11/20/02,N,10/15/03,2001,1381.37,138.14,0,0
1149261,64736,08/29/03,Y,10/15/03,2002,1333.43,33.34,0,0
1151410,64737,11/20/02,N,09/09/04,2001,56.48,10.83,0,0
1151410,64737,09/02/03,Y,09/09/04,2002,46.28,5.01,0,0
1151410,64737,08/31/04,Y,09/09/04,2003,46.69,0.39,0,0
1153242,64738,11/20/02,N,12/03/02,2001,1271.53,21.19,0,0
1155229,64739,11/20/02,N,04/10/03,2001,1866.12,93.31,0,0
1156853,64740,11/20/02,N,12/20/02,2001,983.85,16.4,0,0
1156942,64741,11/20/02,N,08/06/04,2001,144.22,26.44,0,0
1159259,64742,11/20/02,N,02/24/03,2001,643.88,21.46,0,0
1165933,64743,11/20/02,N,10/12/04,2001,1318.81,263.76,0,0
1165933,64743,08/25/03,Y,10/12/04,2002,1261.53,157.69,0,0
1165933,64743,08/18/04,Y,10/12/04,2003,1234.66,30.87,0,0
1167294,64744,11/20/02,N,01/13/03,2001,1386.18,34.65,0,0
1176277,64745,11/20/02,N,12/09/02,2001,1122.16,18.7,0,0
1178121,64746,11/20/02,N,,2001,28.02,,0,0
1178121,64746,08/01/03,Y,,2002,18.61,,0,0
1178121,64746,08/11/04,Y,,2003,18.73,,0,0
1178121,64746,08/04/05,Y,,2004,18.76,,0,0
1178121,64746,08/30/06,Y,,2005,18.48,,0,0
1178121,64746,08/07/07,Y,,2006,18.92,,0,0
1178121,64746,08/27/08,Y,,2007,18.53,,0,0
1178121,64746,08/31/09,Y,,2008,18.5,,0,0
1178121,64746,08/26/10,Y,,2009,18.51,,0,0
1178121,64746,10/24/11,Y,,2010,29.26,,0,0
1178121,64746,08/06/12,Y,,2011,19.16,,0,0
1178121,64746,10/30/13,Y,,2012,29.84,,0,0
1179357,64747,11/20/02,N,12/02/02,2001,3116.44,51.94,0,0
1180525,64748,11/20/02,N,09/28/04,2001,645.4,123.7,0,0
1180525,64748,08/01/03,Y,09/28/04,2002,618.4,72.15,0,0
1180525,64748,08/05/04,Y,09/28/04,2003,765.75,12.76,0,0
1183389,64749,11/20/02,N,10/15/03,2001,2074.81,207.48,0,0
1183389,64749,08/28/03,Y,10/15/03,2002,2007.14,50.18,0,0
1184334,64750,11/20/02,N,10/27/03,2001,1318.81,131.88,0,0
1184334,64750,08/25/03,Y,10/27/03,2002,1261.53,31.54,0,0
1186337,64751,11/20/02,N,06/11/03,2001,326.74,21.78,0,0
1187805,64752,11/20/02,N,04/29/03,2001,589.96,29.5,0,0
1188321,64753,11/20/02,N,05/21/03,2001,23.65,1.38,0,0
1189204,64754,11/20/02,N,06/16/03,2001,727.58,48.51,0,0
1189352,64755,11/20/02,N,02/27/03,2001,727.58,24.25,0,0
1189379,64756,11/20/02,N,02/27/03,2001,703.28,23.44,0,0
1189395,64757,11/20/02,N,02/27/03,2001,703.28,23.44,0,0
1195743,64758,11/20/02,N,05/14/03,2001,1126.34,65.7,0,0
1196120,64759,11/20/02,N,,2001,26.77,,0,0
1196120,64759,08/12/03,Y,,2002,17.34,,0,0
1196120,64759,08/26/04,Y,,2003,17.19,,0,0
1203908,64761,11/20/02,N,02/26/03,2001,631.12,21.04,0,0
1207059,64762,11/20/02,N,04/09/03,2001,25.06,1.25,0,0
1225138,64763,11/20/02,N,12/02/02,2001,1175.13,19.59,0,0
1225898,64764,11/20/02,N,01/24/03,2001,1228.12,30.7,0,0
1230999,64765,11/20/02,N,01/31/03,2001,3342.83,83.57,0,0
1231901,64766,11/20/02,N,04/30/03,2001,1135.41,56.77,0,0
1232177,64767,11/20/02,N,03/25/03,2001,1059.84,44.16,0,0
1234692,64768,11/20/02,N,02/24/06,2001,21.07,7.02,0,0
1234692,64768,08/15/03,Y,02/24/06,2002,11.86,3.06,0,0
1234692,64768,08/10/04,Y,02/24/06,2003,11.01,1.74,0,0
1234692,64768,08/22/05,Y,02/24/06,2004,10.98,0.64,0,0
1234765,64769,11/20/02,N,03/28/03,2001,25.63,1.07,0,0
1238469,64770,11/20/02,N,03/24/04,2001,2481.68,351.57,0,0
1238469,64770,08/28/03,Y,03/24/04,2002,2402.41,160.16,0,0
1243411,64771,11/20/02,N,02/06/03,2001,1394.46,46.48,0,0
1246950,64772,11/20/02,N,12/02/02,2001,26.08,0.43,0,0
1254073,64773,11/20/02,N,08/28/03,2001,1325.33,110.44,0,0
1258176,64775,11/20/02,N,12/09/02,2001,501.15,8.35,0,0
1261789,64776,11/20/02,N,02/19/03,2001,661.76,22.06,0,0
1263153,64777,11/20/02,N,12/29/04,2001,1664.39,360.62,0,0
1268384,64778,11/20/02,N,03/22/07,2001,27.66,12.22,0,0
1268384,64778,08/01/03,Y,03/22/07,2002,18.26,6.7,0,0
1268384,64778,08/06/04,Y,03/22/07,2003,18.37,4.9,0,0
1268384,64778,08/01/05,Y,03/22/07,2004,18.7,3.12,0,0
1268384,64778,08/09/06,Y,03/22/07,2005,18.42,1.23,0,0
1273272,64779,11/20/02,N,08/11/03,2001,27.81,2.32,0,0
1280937,64780,11/20/02,N,12/04/02,2001,2008.11,33.47,0,0
1281046,64781,11/20/02,N,09/04/03,2001,893.83,81.93,0,0
1281046,64781,08/13/03,Y,09/04/03,2002,859.78,14.33,0,0
1285092,64782,11/20/02,N,08/28/03,2001,20.64,1.72,0,0
1289314,64783,11/20/02,N,11/25/02,2001,1502.92,12.52,0,0
1290223,64784,11/20/02,N,01/30/03,2001,5047.74,126.19,190,0
1293745,64785,11/20/02,N,03/10/03,2001,28.35,1.18,0,0
1296523,64786,11/20/02,N,07/17/03,2001,26.97,2.02,0,0
1296531,64787,11/20/02,N,02/18/03,2001,26.97,0.9,0,0
1296710,64788,11/20/02,N,,2001,27.47,,0,0
1296710,64788,08/29/03,Y,,2002,17.96,,0,0
1296710,64788,08/23/04,Y,,2003,17.68,,0,0
1296710,64788,08/29/05,Y,,2004,17.07,,0,0
1296710,64788,09/25/06,Y,,2005,16.81,,0,0
1296710,64788,08/17/07,Y,,2006,17.16,,0,0
1296736,64789,11/20/02,N,06/12/03,2001,36.46,2.43,0,0
1302043,64790,11/20/02,N,04/30/03,2001,36.07,1.8,0,0
1302175,64791,11/20/02,N,01/03/03,2001,2734.09,68.35,0,0
1303856,64792,11/20/02,N,04/29/03,2001,4159.69,207.98,0,0
1306600,64793,11/20/02,N,01/31/03,2001,921.14,23.03,0,0
1306669,64794,11/20/02,N,05/23/03,2001,1053.22,61.44,0,0
1307720,64795,11/20/02,N,02/24/03,2001,36.46,1.22,0,0
1307738,64796,11/20/02,N,03/05/03,2001,36.46,1.52,0,0
1309587,64797,11/20/02,N,02/06/03,2001,29.55,0.98,0,0
1309854,64798,11/20/02,N,05/24/04,2001,1446.26,228.99,0,0
1309854,64798,08/15/03,Y,05/24/04,2002,1397.08,116.42,0,0
1310046,64799,11/20/02,N,03/31/03,2001,129.6,5.4,0,0
1310453,64800,11/20/02,N,12/20/02,2001,322.81,5.38,0,0
1314602,64801,11/20/02,N,02/14/03,2001,1751.71,58.39,0,0
1319035,64802,11/20/02,N,08/26/03,2001,27.47,2.29,0,0
1319035,64802,08/13/03,Y,08/26/03,2002,17.96,0.15,0,0
1319043,64803,11/20/02,N,08/26/03,2001,27.47,2.29,0,0
1319043,64803,08/13/03,Y,08/26/03,2002,17.96,0.15,0,0
1320734,64804,11/20/02,N,04/23/04,2001,795.42,119.31,0,0
1320734,64804,08/29/03,Y,04/23/04,2002,761.16,57.09,0,0
1322486,64805,11/20/02,N,05/29/03,2001,329.07,19.2,0,0
1322575,64806,11/20/02,N,02/18/04,2001,1994.79,265.97,0,0
1322575,64806,08/01/03,Y,02/18/04,2002,1947.52,113.61,0,0
1325892,64807,11/20/02,N,09/30/03,2001,478.04,43.82,0,0
1326414,64808,11/20/02,N,04/07/03,2001,1592.99,79.65,0,0
1326457,64809,11/20/02,N,04/17/03,2001,1372.58,68.63,0,0
1326481,64810,11/20/02,N,04/07/03,2001,2653.24,132.66,0,0
1326627,64811,11/20/02,N,04/07/03,2001,1592.99,79.65,0,0
1326635,64812,11/20/02,N,04/28/03,2001,1592.99,79.65,0,0
1326694,64813,11/20/02,N,04/07/03,2001,2653.24,132.66,0,0
1331108,64814,11/20/02,N,02/13/03,2001,1031.31,34.38,0,0
1331523,64815,11/20/02,N,12/26/02,2001,1503.83,25.06,0,0
1333941,64816,11/20/02,N,07/28/04,2001,843.22,147.56,0,0
1340778,64817,11/20/02,N,12/20/02,2001,1749.39,29.16,0,0
1343084,64818,11/20/02,N,02/20/03,2001,1785.8,59.53,0,0
1344986,64819,11/20/02,N,02/28/03,2001,1296.32,43.21,0,0
1346733,64820,11/20/02,N,10/09/03,2001,1407.72,140.77,0,0
1346733,64820,08/21/03,Y,10/09/03,2002,830.01,20.75,0,0
1347667,64821,11/20/02,N,03/25/03,2001,2418.26,100.76,0,0
1351770,64822,11/20/02,N,04/29/05,2001,28.26,7.07,0,0
1351770,64822,08/26/03,Y,04/29/05,2002,18.85,3.3,0,0
1351770,64822,08/19/04,Y,04/29/05,2003,18.97,1.42,0,0
1358421,64823,11/20/02,N,02/26/03,2001,987.85,32.93,0,0
1364197,64824,11/20/02,N,03/28/03,2001,26.33,1.1,0,0
1364812,64825,11/20/02,N,12/21/04,2001,2094.03,453.71,0,0
1364812,64825,08/25/03,Y,12/21/04,2002,2025.78,286.99,0,0
1368699,64826,11/20/02,N,02/14/03,2001,27.94,0.93,0,0
1368753,64827,11/20/02,N,12/10/02,2001,36741.24,612.35,800,0
1371827,64828,11/20/02,N,04/02/03,2001,1397.09,69.85,0,0
1374010,64829,11/20/02,N,12/02/02,2001,2968.09,49.47,0,0
1375113,64830,11/20/02,N,12/02/02,2001,1600.87,26.68,0,0
1380583,64831,11/20/02,N,01/31/03,2001,3806.08,95.15,0,0
1382322,64832,11/20/02,N,01/27/04,2001,41.08,5.14,0,0
1382322,64832,08/28/03,Y,01/27/04,2002,31.31,1.57,0,0
1387669,64833,11/20/02,N,06/11/03,2001,2111.78,140.79,0,0
1389394,64834,11/20/02,N,02/28/03,2001,2547,84.9,0,0
1394371,64835,11/20/02,N,09/30/04,2001,2074.4,397.59,0,0
1394371,64835,08/05/03,Y,09/30/04,2002,2006.72,234.12,0,0
1394371,64835,08/04/04,Y,09/30/04,2003,2109.64,35.16,0,0
1396749,64836,11/20/02,N,12/10/02,2001,10869.34,181.16,400,0
1398431,64837,11/20/02,N,08/05/03,2001,1711.08,142.59,0,0
1405306,64838,11/20/02,N,03/21/03,2001,2539.51,105.81,0,0
1412558,64839,11/20/02,N,02/07/03,2001,1212.96,40.43,0,0
1412566,64840,11/20/02,N,02/07/03,2001,2032.98,67.77,0,0
1413490,64841,11/20/02,N,04/30/04,2001,1586.85,238.03,0,0
1413490,64841,08/21/03,Y,04/30/04,2002,1533.06,114.98,0,0
1414160,64842,11/20/02,N,12/10/02,2001,4356.56,72.61,0,0
1415506,64843,11/20/02,N,09/12/03,2001,2160.26,198.02,0,0
1415506,64843,08/26/03,Y,09/12/03,2002,2071.84,34.53,0,0
1418432,64844,11/20/02,N,01/21/03,2001,2960.79,74.02,0,0
1418939,64845,11/20/02,N,,2001,27.47,,0,0
1418939,64845,08/04/03,Y,,2002,17.96,,0,0
1420330,64846,11/20/02,N,02/26/03,2001,1064.67,35.49,0,0
1420518,64847,11/20/02,N,12/06/02,2001,1555,25.92,0,0
1420917,64848,11/20/02,N,02/19/03,2001,724.36,24.15,0,0
1422057,64850,11/20/02,N,02/28/03,2001,2397.41,79.91,0,0
1422421,64851,11/20/02,N,06/11/04,2001,793.39,132.23,0,0
1422421,64851,08/28/03,Y,06/11/04,2002,766.92,70.3,0,0
1422448,64852,11/20/02,N,06/11/04,2001,60,10,0,0
1422448,64852,09/02/03,Y,06/11/04,2002,49.97,4.16,0,0
1422456,64853,11/20/02,N,06/11/04,2001,1183.55,197.26,0,0
1422456,64853,08/28/03,Y,06/11/04,2002,1148.31,105.26,0,0
1422871,64854,11/20/02,N,02/27/03,2001,1710.81,57.03,0,0
1425897,64855,11/20/02,N,06/16/03,2001,24.8,1.65,0,0
1435051,64857,11/20/02,N,02/26/03,2001,23.43,0.78,0,0
1436333,64858,11/20/02,N,03/07/03,2001,28.02,1.17,0,0
1436554,64859,11/20/02,N,06/04/04,2001,1520.86,253.48,0,0
1436554,64859,08/06/03,Y,06/04/04,2002,1456.1,133.48,0,0
1436678,64860,11/20/02,N,03/07/05,2001,27.47,6.64,0,0
1436678,64860,08/05/03,Y,03/07/05,2002,17.96,2.99,0,0
1436678,64860,08/04/04,Y,03/07/05,2003,17.68,1.18,0,0
1437461,64861,11/20/02,N,08/26/03,2001,2805.94,233.83,0,0
1437461,64861,08/04/03,Y,08/26/03,2002,2693.63,22.45,0,0
1441850,64862,11/20/02,N,10/31/03,2001,614.31,61.43,0,0
1441850,64862,08/11/03,Y,10/31/03,2002,1182.43,29.56,0,0
1441965,64863,11/20/02,N,12/04/02,2001,25.5,0.43,0,0
1442619,64864,11/20/02,N,02/27/03,2001,860.63,28.69,0,0
1443232,64865,11/20/02,N,04/22/04,2001,35.05,5.26,0,0
1445391,64866,11/20/02,N,02/24/03,2001,2940.23,98.01,0,0
1446924,64867,11/20/02,N,02/12/03,2001,37.6,1.25,0,0
1453009,64868,11/20/02,N,02/19/03,2001,1241.28,41.38,0,0
1454595,64869,11/20/02,N,02/28/03,2001,699.01,23.3,0,0
1456440,64870,11/20/02,N,12/11/02,2001,2483.57,41.39,0,0
1460633,64871,11/20/02,N,03/10/03,2001,1102.41,45.93,0,0
1460846,64872,11/20/02,N,12/12/02,2001,554.9,9.25,0,0
1466496,64873,11/20/02,N,06/30/03,2001,1273.03,84.87,0,0
1471929,64874,11/20/02,N,01/05/05,2001,4734.04,1065.16,0,0
1471929,64874,08/01/03,Y,01/05/05,2002,4565.81,684.87,0,0
1471929,64874,08/05/04,Y,01/05/05,2003,4269.84,213.49,0,0
1473271,64875,11/20/02,N,,2001,28.02,,0,0
1473271,64875,08/01/03,Y,,2002,18.61,,0,0
1473271,64875,08/11/04,Y,,2003,18.73,,0,0
1473271,64875,08/04/05,Y,,2004,18.76,,0,0
1473271,64875,08/30/06,Y,,2005,18.48,,0,0
1473271,64875,08/07/07,Y,,2006,18.92,,0,0
1473271,64875,08/27/08,Y,,2007,18.53,,0,0
1473271,64875,08/31/09,Y,,2008,18.5,,0,0
1473271,64875,08/26/10,Y,,2009,18.51,,0,0
1473271,64875,10/24/11,Y,,2010,29.26,,0,0
1473271,64875,08/06/12,Y,,2011,19.16,,0,0
1473271,64875,10/30/13,Y,,2012,29.84,,0,0
1474570,64876,11/20/02,N,01/31/03,2001,1503.64,37.59,0,0
1475916,64877,11/20/02,N,03/05/03,2001,1759.24,73.3,0,0
1477005,64878,11/20/02,N,10/20/03,2001,1336.79,133.68,0,0
1477005,64878,08/13/03,Y,10/20/03,2002,1822.8,45.57,0,0
1481754,64879,11/20/02,N,02/23/05,2001,714.14,166.63,0,0
1481754,64879,08/21/03,Y,02/23/05,2002,1366.19,216.31,0,0
1481754,64879,08/18/04,Y,02/23/05,2003,1470.61,85.79,0,0
1482700,64880,11/20/02,N,08/28/03,2001,31.16,2.6,0,0
1482700,64880,08/04/03,Y,08/28/03,2002,22.92,0.19,0,0
1482971,64881,11/20/02,N,04/30/03,2001,35.92,1.8,0,0
1488422,64882,11/20/02,N,02/28/03,2001,1128.26,37.61,0,0
1490940,64883,11/20/02,N,12/27/02,2001,717.16,11.95,0,0
1494830,64884,11/20/02,N,11/26/03,2001,1615.78,175.04,0,0
1494830,64884,08/11/03,Y,11/26/03,2002,2300.91,76.7,0,0
1495887,64885,11/20/02,N,12/10/02,2001,5939.07,98.98,220,0
1498487,64886,11/20/02,N,09/19/05,2001,28.02,8.17,0,0
1498487,64886,08/01/03,Y,09/19/05,2002,18.61,4.03,0,0
1498487,64886,08/04/04,Y,09/19/05,2003,18.73,2.19,0,0
1498487,64886,08/01/05,Y,09/19/05,2004,18.76,0.31,0,0
1505661,64888,11/20/02,N,03/26/04,2001,849.93,120.41,0,0
1505661,64888,08/18/03,Y,03/26/04,2002,817.12,54.47,0,0
1507478,64889,11/20/02,N,01/09/03,2001,5031.3,125.78,200,0
1511076,64890,11/20/02,N,12/13/02,2001,785.48,13.09,0,0
1512030,64891,11/20/02,N,05/29/03,2001,1924.98,112.29,0,0
1514563,64892,11/20/02,N,03/25/03,2001,928.18,38.67,0,0
1514601,64893,11/20/02,N,12/09/02,2001,1487.85,24.8,0,0
1515390,64894,11/20/02,N,03/28/03,2001,875.95,36.5,0,0
1516639,64895,11/20/02,N,06/03/04,2001,2426.07,404.35,0,0
1516639,64895,08/28/03,Y,06/03/04,2002,2473.97,226.78,0,0
1516655,64896,11/20/02,N,09/30/03,2001,2426.07,222.39,0,0
1516655,64896,08/25/03,Y,09/30/03,2002,2515.48,41.92,0,0
1516906,64897,11/20/02,N,12/12/02,2001,2034.56,33.91,0,0
1517309,64898,11/20/02,N,03/10/03,2001,2816.21,117.34,0,0
1517775,64899,11/20/02,N,11/14/03,2001,1618.12,175.3,0,0
1517775,64899,08/11/03,Y,11/14/03,2002,1635.86,54.53,0,0
1517899,64900,11/20/02,N,02/06/03,2001,3808.86,126.96,0,0
1518941,64901,11/20/02,N,12/03/02,2001,757.06,12.62,0,0
1520113,64902,11/20/02,N,07/29/03,2001,1530.55,114.79,0,0
1520610,64903,11/20/02,N,02/26/03,2001,1553.24,51.77,0,0
1522094,64904,11/20/02,N,04/30/03,2001,32.2,1.61,0,0
1523449,64905,11/20/02,N,02/20/03,2001,3146.69,104.89,0,0
1529803,64906,11/20/02,N,02/26/03,2001,925.74,30.86,0,0
1537334,64907,11/20/02,N,07/07/03,2001,4221.14,316.59,0,0
1538144,64908,11/20/02,N,12/23/02,2001,1031.23,17.19,0,0
1538772,64909,11/20/02,N,06/25/03,2001,1814.48,120.97,0,0
1539035,64910,11/20/02,N,01/16/03,2001,2140.31,53.51,0,0
1542329,64911,11/20/02,N,11/22/02,2001,2306.58,19.22,0,0
1542350,64912,11/20/02,N,05/06/03,2001,2306.58,134.55,0,0
1542471,64913,11/20/02,N,05/13/03,2001,2285.95,133.35,0,0
1546155,64914,11/20/02,N,04/23/03,2001,1456.19,72.81,0,0
1547623,64915,11/20/02,N,04/30/03,2001,1385.28,69.26,0,0
1550101,64916,11/20/02,N,11/25/02,2001,2060.46,17.17,0,0
1551850,64917,11/20/02,N,09/25/03,2001,2755.66,252.6,0,0
1551850,64917,08/06/03,Y,09/25/03,2002,2668.59,44.48,0,0
1556517,64918,11/20/02,N,11/26/02,2001,28.02,0.23,0,0
1556614,64919,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1556622,64920,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1556657,64921,11/20/02,N,11/26/02,2001,28.02,0.23,0,0
1556665,64922,11/20/02,N,11/26/02,2001,28.02,0.23,0,0
1556738,64923,11/20/02,N,03/24/03,2001,3103.68,129.32,0,0
1556932,64924,11/20/02,N,11/26/02,2001,28.02,0.23,0,0
1556959,64925,11/20/02,N,11/26/02,2001,28.02,0.23,0,0
1556967,64926,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1556975,64927,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1557017,64928,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1557025,64929,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1557033,64930,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1557041,64931,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1557050,64932,11/20/02,N,11/26/02,2001,3920,32.67,0,0
1560042,64933,11/20/02,N,08/12/03,2001,1324.22,110.35,0,0
1561146,64934,11/20/02,N,12/20/02,2001,524.64,8.74,0,0
1562428,64935,11/20/02,N,12/04/02,2001,1248.78,20.81,0,0
1564994,64936,11/20/02,N,11/26/02,2001,2513.68,20.95,0,0
1574744,64937,11/20/02,N,09/12/03,2001,650.99,59.67,0,0
1574744,64937,08/26/03,Y,09/12/03,2002,623.85,10.4,0,0
1576879,64938,11/20/02,N,02/28/03,2001,3243.66,108.12,0,0
1577450,64939,11/20/02,N,04/10/03,2001,28.02,1.4,0,0
1577468,64940,11/20/02,N,04/10/03,2001,28.02,1.4,0,0
1577476,64941,11/20/02,N,04/15/03,2001,28.02,1.4,0,0
1577484,64942,11/20/02,N,04/10/03,2001,28.02,1.4,0,0
1578910,64943,11/20/02,N,06/20/03,2001,124.58,8.31,0,0
1580549,64944,11/20/02,N,05/29/03,2001,1221.83,71.27,0,0
1581070,64945,11/20/02,N,01/22/04,2001,1689.19,211.15,0,0
1581070,64945,08/01/03,Y,01/22/04,2002,1625.62,81.28,0,0
1586126,64946,11/20/02,N,12/30/02,2001,1323.74,22.06,0,0
1586163,64947,11/20/02,N,12/16/02,2001,1126.79,18.78,0,0
1586414,64948,11/20/02,N,05/30/03,2001,3065.47,178.82,0,0
1586572,64949,11/20/02,N,12/17/02,2001,1346.71,22.45,0,0
1586584,64950,11/20/02,N,11/22/02,2001,3617.09,30.14,0,0
1586634,64951,11/20/02,N,01/20/05,2001,664.08,149.42,0,0
1586634,64951,08/20/03,Y,01/20/05,2002,1370.63,205.59,0,0
1586634,64951,08/05/04,Y,01/20/05,2003,1488.97,74.45,0,0
1586744,64952,11/20/02,N,01/14/03,2001,664.08,16.6,0,0
1587099,64953,11/20/02,N,05/29/03,2001,664.08,38.74,0,0
1587154,64954,11/20/02,N,05/07/03,2001,664.08,38.74,0,0
1587201,64955,11/20/02,N,04/22/03,2001,664.08,33.2,0,0
1587203,64956,11/20/02,N,03/04/04,2001,664.08,94.08,0,0
1587203,64956,08/28/03,Y,03/04/04,2002,665.58,44.37,0,0
1587206,64957,11/20/02,N,01/29/03,2001,28.02,0.7,0,0
1587215,64958,11/20/02,N,01/29/03,2001,28.02,0.7,0,0
1587216,64959,11/20/02,N,01/29/03,2001,28.02,0.7,0,0
1587217,64960,11/20/02,N,01/29/03,2001,28.02,0.7,0,0
1587218,64961,11/20/02,N,01/29/03,2001,28.02,0.7,0,0
1587227,64962,11/20/02,N,01/14/03,2001,28.02,0.7,0,0
1587269,64963,11/20/02,N,02/26/03,2001,1552.01,51.73,0,0
1587303,64964,11/20/02,N,,2001,28.02,,0,0
1587303,64964,08/28/03,Y,,2002,18.61,,0,0
1587424,64965,11/20/02,N,08/24/04,2001,1134.72,208.03,0,0
1587424,64965,08/21/03,Y,08/24/04,2002,1084.25,117.46,0,0
1587467,64966,11/20/02,N,05/30/03,2001,92.13,5.37,0,0
1587726,64967,11/20/02,N,04/11/03,2001,27.11,1.36,0,0
1587732,64968,11/20/02,N,07/28/04,2001,1209.7,211.7,0,0
1588090,64969,11/20/02,N,03/31/03,2001,2638.5,109.94,0,0
1588149,64970,11/20/02,N,04/03/03,2001,3173.24,158.66,0,0
1588157,64971,11/20/02,N,03/13/03,2001,1783.51,74.31,0,0
1588202,64972,11/20/02,N,02/24/03,2001,28.02,0.93,0,0
1588203,64973,11/20/02,N,02/24/03,2001,28.02,0.93,0,0
1588204,64974,11/20/02,N,02/24/03,2001,28.02,0.93,0,0
1588205,64975,11/20/02,N,02/24/03,2001,28.02,0.93,0,0
1588206,64976,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588207,64977,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588208,64978,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588209,64979,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588210,64980,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588211,64981,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588212,64982,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588213,64983,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588214,64984,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588215,64985,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588216,64986,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588217,64987,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588218,64988,11/20/02,N,02/24/03,2001,119.48,3.98,0,0
1588219,64989,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588220,64990,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588221,64991,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588222,64992,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588223,64993,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588224,64994,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588225,64995,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588226,64996,11/20/02,N,02/24/03,2001,119.48,3.98,0,0
1588227,64997,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588228,64998,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588229,64999,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588230,65000,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588231,65001,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588232,65002,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588233,65003,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588234,65004,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588235,65005,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588236,65006,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588237,65007,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588238,65008,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588239,65009,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588240,65010,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588241,65011,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588242,65012,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588243,65013,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588244,65014,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588245,65015,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588246,65016,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588247,65017,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
1588248,65018,11/20/02,N,02/24/03,2001,120.48,4.02,0,0
